Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/29/2021,08/01/2021,08/31/2021,By Month,2021,8,South Dakota,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,08/01/2021,08/31/2021,By Month,2021,8,South Dakota,Decedent's home,,195,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,08/01/2021,08/31/2021,By Month,2021,8,South Dakota,Hospice facility,0,86,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,08/01/2021,08/31/2021,By Month,2021,8,South Dakota,Nursing home/long term care facility,0,156,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,08/01/2021,08/31/2021,By Month,2021,8,South Dakota,Other,0,38,0,0,0,0,
12/29/2021,08/01/2021,08/31/2021,By Month,2021,8,South Dakota,Place of death unknown,0,0,0,0,0,0,
12/29/2021,09/01/2021,09/30/2021,By Month,2021,9,South Dakota,Total - All Places of Death,118,842,127,75,,170,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,09/01/2021,09/30/2021,By Month,2021,9,South Dakota,"Healthcare setting, inpatient",94,299,97,67,,124,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,09/01/2021,09/30/2021,By Month,2021,9,South Dakota,"Healthcare setting, outpatient or emergency room",,57,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,09/01/2021,09/30/2021,By Month,2021,9,South Dakota,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
12/29/2021,09/01/2021,09/30/2021,By Month,2021,9,South Dakota,Decedent's home,,196,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,09/01/2021,09/30/2021,By Month,2021,9,South Dakota,Hospice facility,,69,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,09/01/2021,09/30/2021,By Month,2021,9,South Dakota,Nursing home/long term care facility,10,184,13,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,09/01/2021,09/30/2021,By Month,2021,9,South Dakota,Other,0,37,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,09/01/2021,09/30/2021,By Month,2021,9,South Dakota,Place of death unknown,0,0,0,0,0,0,
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,South Dakota,Total - All Places of Death,115,836,120,77,0,158,
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,South Dakota,"Healthcare setting, inpatient",92,295,96,66,0,122,
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,South Dakota,"Healthcare setting, outpatient or emergency room",,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,South Dakota,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,South Dakota,Decedent's home,,188,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,South Dakota,Hospice facility,,76,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,South Dakota,Nursing home/long term care facility,12,201,13,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,South Dakota,Other,0,33,0,0,0,0,
12/29/2021,10/01/2021,10/31/2021,By Month,2021,10,South Dakota,Place of death unknown,0,0,0,0,0,0,
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,South Dakota,Total - All Places of Death,145,838,119,71,,194,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,South Dakota,"Healthcare setting, inpatient",105,303,91,62,0,134,
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,South Dakota,"Healthcare setting, outpatient or emergency room",,40,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,South Dakota,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,South Dakota,Decedent's home,13,188,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,South Dakota,Hospice facility,,68,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,South Dakota,Nursing home/long term care facility,20,218,10,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,South Dakota,Other,0,21,0,0,0,0,
12/29/2021,11/01/2021,11/30/2021,By Month,2021,11,South Dakota,Place of death unknown,0,0,0,0,0,0,
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,South Dakota,Total - All Places of Death,32,238,32,22,0,42,
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,South Dakota,"Healthcare setting, inpatient",23,65,22,19,0,26,
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,South Dakota,"Healthcare setting, outpatient or emergency room",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,South Dakota,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,South Dakota,Decedent's home,,58,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,South Dakota,Hospice facility,0,34,0,0,0,0,
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,South Dakota,Nursing home/long term care facility,,68,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,South Dakota,Other,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,12/01/2021,12/25/2021,By Month,2021,12,South Dakota,Place of death unknown,0,0,0,0,0,0,
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Tennessee,Total - All Places of Death,0,7149,620,0,99,719,
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Tennessee,"Healthcare setting, inpatient",0,2373,444,0,70,514,
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Tennessee,"Healthcare setting, outpatient or emergency room",0,650,38,0,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Tennessee,"Healthcare setting, dead on arrival",0,145,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Tennessee,Decedent's home,0,2113,46,0,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Tennessee,Hospice facility,0,300,21,0,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Tennessee,Nursing home/long term care facility,0,1267,64,0,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Tennessee,Other,0,301,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,01/01/2020,01/31/2020,By Month,2020,1,Tennessee,Place of death unknown,0,0,0,0,0,0,
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Tennessee,Total - All Places of Death,0,6298,467,0,58,525,
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Tennessee,"Healthcare setting, inpatient",0,2085,336,0,41,377,
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Tennessee,"Healthcare setting, outpatient or emergency room",0,537,24,0,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Tennessee,"Healthcare setting, dead on arrival",0,114,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Tennessee,Decedent's home,0,1913,46,0,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Tennessee,Hospice facility,0,276,10,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Tennessee,Nursing home/long term care facility,0,1075,44,0,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Tennessee,Other,0,298,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,02/01/2020,02/29/2020,By Month,2020,2,Tennessee,Place of death unknown,0,0,0,0,0,0,
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Tennessee,Total - All Places of Death,35,6936,535,20,49,599,
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Tennessee,"Healthcare setting, inpatient",34,2075,348,20,36,398,
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Tennessee,"Healthcare setting, outpatient or emergency room",0,567,24,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Tennessee,"Healthcare setting, dead on arrival",0,143,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Tennessee,Decedent's home,0,2228,55,0,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Tennessee,Hospice facility,0,294,18,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Tennessee,Nursing home/long term care facility,0,1240,81,0,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Tennessee,Other,,389,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,03/01/2020,03/31/2020,By Month,2020,3,Tennessee,Place of death unknown,0,0,0,0,0,0,
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Tennessee,Total - All Places of Death,185,6517,533,81,,643,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Tennessee,"Healthcare setting, inpatient",151,1779,340,71,,425,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Tennessee,"Healthcare setting, outpatient or emergency room",,546,19,0,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Tennessee,"Healthcare setting, dead on arrival",,156,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Tennessee,Decedent's home,,2328,69,,0,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Tennessee,Hospice facility,,162,12,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Tennessee,Nursing home/long term care facility,17,1159,82,,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Tennessee,Other,,387,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,04/01/2020,04/30/2020,By Month,2020,4,Tennessee,Place of death unknown,0,0,0,0,0,0,
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Tennessee,Total - All Places of Death,203,6709,464,68,,602,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/29/2021,05/01/2020,05/31/2020,By Month,2020,5,Tennessee,"Healthcare setting, inpatient",128,1908,313,47,,397,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
